college_name,college_type,financial_aid,major,roi,total_cost
California State University-East Bay(Out-of-State),outofstate,,social work & criminal justice,392000,138000
George Mason University(In-State),instate,,social work & criminal justice,370000,106000
University of North Carolina at Chapel Hill(In-State),instate,,social work & criminal justice,367000,98900
University of Maryland-College Park(Out-of-State),outofstate,,social work & criminal justice,353000,182000
Rutgers University-New Brunswick(Out-of-State),outofstate,,social work & criminal justice,350000,181000
California State University-Sacramento(In-State),instate,,social work & criminal justice,340000,95700
Washington State University(In-State),instate,,social work & criminal justice,332000,111000
University of New Haven(Private),private,,social work & criminal justice,325000,210000
University of Massachusetts-Lowell(In-State),instate,,social work & criminal justice,324000,108000
American University(Private),private,,social work & criminal justice,320000,239000
University of California-Berkeley(Out-of-State),outofstate,,social work & criminal justice,317000,236000
University of Washington-Seattle Campus(In-State),instate,,social work & criminal justice,314000,107000
James Madison University(In-State),instate,,social work & criminal justice,310000,96200
Central Washington University(In-State),instate,,social work & criminal justice,308000,90500
University of Arizona(In-State),instate,,social work & criminal justice,307000,103000
University of Maryland-Baltimore County(In-State),instate,,social work & criminal justice,303000,103000
Rutgers University-Newark(In-State),instate,,social work & criminal justice,302000,122000
California State University-Sacramento(Out-of-State),outofstate,,social work & criminal justice,295000,140000
San Diego State University(In-State),instate,,social work & criminal justice,291000,105000
George Mason University(Out-of-State),outofstate,,social work & criminal justice,290000,187000
Seattle University(Private),private,,social work & criminal justice,286000,222000
Kean University(In-State),instate,,social work & criminal justice,284000,112000
University of Delaware(In-State),instate,,social work & criminal justice,278000,106000
Washington State University(Out-of-State),outofstate,,social work & criminal justice,278000,165000
California State University-Fullerton(In-State),instate,,social work & criminal justice,276000,100000
San Jose State University(In-State),instate,,social work & criminal justice,274000,102000
California State University-Chico(In-State),instate,,social work & criminal justice,271000,92100
University of North Carolina at Chapel Hill(Out-of-State),outofstate,,social work & criminal justice,270000,196000
Norwich University(Private),private,,social work & criminal justice,268000,208000
University of Massachusetts-Lowell(Out-of-State),outofstate,,social work & criminal justice,263000,169000
University of Connecticut(In-State),instate,,social work & criminal justice,260000,115000
Kean University(Out-of-State),outofstate,,social work & criminal justice,258000,138000
St John's University-New York(Private),private,,social work & criminal justice,258000,230000
Central Washington University(Out-of-State),outofstate,,social work & criminal justice,257000,141000
California State University-Long Beach(In-State),instate,,social work & criminal justice,253000,91400
Michigan State University(In-State),instate,,social work & criminal justice,253000,103000
University of Maryland-Baltimore County(Out-of-State),outofstate,,social work & criminal justice,253000,153000
James Madison University(Out-of-State),outofstate,,social work & criminal justice,250000,156000
Northeastern University(Private),private,,social work & criminal justice,249000,247000
Saint Leo University(Private),private,,social work & criminal justice,248000,143000
San Diego State University(Out-of-State),outofstate,,social work & criminal justice,247000,150000
University of Oklahoma-Norman Campus(In-State),instate,,social work & criminal justice,247000,99900
University of North Texas(In-State),instate,,social work & criminal justice,246000,86400
Westfield State University(In-State),instate,,social work & criminal justice,243000,88500
Rutgers University-Newark(Out-of-State),outofstate,,social work & criminal justice,242000,182000
Pace University-New York(Private),private,,social work & criminal justice,241000,242000
Bloomsburg University of Pennsylvania(In-State),instate,,social work & criminal justice,239000,90800
Central Michigan University(In-State),instate,,social work & criminal justice,236000,90900
Portland State University(In-State),instate,,social work & criminal justice,236000,94700
Rowan University(In-State),instate,,social work & criminal justice,235000,113000
California State University-Fullerton(Out-of-State),outofstate,,social work & criminal justice,232000,145000
San Jose State University(Out-of-State),outofstate,,social work & criminal justice,229000,147000
Indiana University-Bloomington(In-State),instate,,social work & criminal justice,228000,97600
University of Arizona(Out-of-State),outofstate,,social work & criminal justice,227000,183000
University of Washington-Seattle Campus(Out-of-State),outofstate,,social work & criminal justice,227000,194000
California State University-Chico(Out-of-State),outofstate,,social work & criminal justice,226000,137000
The University of Texas at Arlington(In-State),instate,,social work & criminal justice,225000,91900
CUNY John Jay College of Criminal Justice(In-State),instate,,social work & criminal justice,222000,129000
Arizona State University-Tempe(In-State),instate,,social work & criminal justice,220000,100000
Westfield State University(Out-of-State),outofstate,,social work & criminal justice,219000,113000
Saint Cloud State University(In-State),instate,,social work & criminal justice,215000,77700
SUNY at Albany(In-State),instate,,social work & criminal justice,210000,94700
University of North Texas(Out-of-State),outofstate,,social work & criminal justice,210000,123000
San Francisco State University(In-State),instate,,social work & criminal justice,209000,97900
California State University-Long Beach(Out-of-State),outofstate,,social work & criminal justice,208000,136000
The University of Texas at San Antonio(In-State),instate,,social work & criminal justice,207000,85500
Rowan University(Out-of-State),outofstate,,social work & criminal justice,203000,145000
University of Delaware(Out-of-State),outofstate,,social work & criminal justice,203000,180000
Wayne State University(In-State),instate,,social work & criminal justice,203000,97900
California State University-Dominguez Hills(In-State),instate,,social work & criminal justice,202000,90000
Troy University(In-State),instate,,social work & criminal justice,200000,75000
Bloomsburg University of Pennsylvania(Out-of-State),outofstate,,social work & criminal justice,196000,133000
Auburn University(In-State),instate,,social work & criminal justice,195000,115000
University of New Hampshire-Main Campus(In-State),instate,,social work & criminal justice,195000,125000
University of Oklahoma-Norman Campus(Out-of-State),outofstate,,social work & criminal justice,195000,153000
CUNY John Jay College of Criminal Justice(Out-of-State),outofstate,,social work & criminal justice,194000,156000
Western Illinois University(In-State),instate,,social work & criminal justice,194000,101000
University of Houston(In-State),instate,,social work & criminal justice,189000,94000
University of North Carolina at Charlotte(In-State),instate,,social work & criminal justice,189000,82300
Central Michigan University(Out-of-State),outofstate,,social work & criminal justice,188000,139000
SUNY College at Oswego(In-State),instate,,social work & criminal justice,188000,91100
Pennsylvania State University-Main Campus(In-State),instate,,social work & criminal justice,185000,139000
The University of Texas at Arlington(Out-of-State),outofstate,,social work & criminal justice,185000,133000
Saint Cloud State University(Out-of-State),outofstate,,social work & criminal justice,184000,109000
Wayland Baptist University(Private),private,,social work & criminal justice,182000,102000
Roger Williams University(Private),private,,social work & criminal justice,181000,201000
Minnesota State University-Mankato(In-State),instate,,social work & criminal justice,178000,74900
University of Connecticut(Out-of-State),outofstate,,social work & criminal justice,178000,197000
Western Illinois University(Out-of-State),outofstate,,social work & criminal justice,177000,118000
Park University(Private),private,,social work & criminal justice,175000,97800
Iowa State University(In-State),instate,,social work & criminal justice,173000,77200
Portland State University(Out-of-State),outofstate,,social work & criminal justice,173000,158000
Troy University(Out-of-State),outofstate,,social work & criminal justice,173000,102000
